1,review,sentiment
866,"A family traveling for their daughter's softball league decide to take the 'scenic route' and end up in the middle of nowhere. The father is an avid photographer, and when he hears of an old abandoned side show in the town, he decides to take another detour to take some photographs.<br /><br />Of course, the side show is filled with inbred freaks, who promptly kidnap the women and leave the young son and father to fend for themselves.<br /><br />The only cool thing about this film is how the family actually fights back against their inbred captors. Other than that, there's nothing worthwhile about the film.",negative
867,"As I've said in the title of this review, It pains me to say this, but ""hitch"" reaches the zenith of what Hollywood Romantic Comedies can ever hope to aspire to. I've been a critic of both the Genre and it's namesake for as long as I can remember myself, but on an almost tragic note, ""Hitch"" has caused me to spend somewhere in the neighborhood of two hours of my life with a ridiculous smile plastered across my face.<br /><br />This movie may be misogynistic and presumptuous at times but it nonetheless possesses a certain humor about it whose subtlety may only be described as British. This is a wonderful attempt by Hollywood to make (Or remake as the case may be...) a film which appeals to all of our wishes for a Romantic Comedy which can make us both think and laugh simultaneously. I grudgingly and most evasively give this movie a 9 out of 10... Something you shall hardly see me do for a Romantic Comedy in the near future, or so at least, I hope.",positive
868,"<br /><br />If you like rap or hip-hop, watch this movie, although it's funny if you don't get the references, as a straight comedy.<br /><br />Haven't seen much of the much hyped CB4, but what I did see didn't have the heart that this little stormer has.<br /><br />Haven't heard from the people involved since, which is a surprise. The film is very similar to Spinal Tap, which is no bad thing, and I think a lot of the dialogue, while priceless in Tap is funnier here, probably because I'm more into rap than rock theses days, so my own judgment does cloud that point.<br /><br />The rap songs are funny as hell, and it's basically spot the reference for most of the film, not all of them are in-your-face, which means the physical comedy and the one-liners get priority over the take-offs.<br /><br />Great fun, one to watch twice if there ever was a movie.",positive
869,"First the premise stinks...little boy likes to dress in girls clothes. It reminded me of Norman Bates in PSYCHO or Ed Wood in ED WOOD. The jokes are lame and old, You've seen 'em in a dozen 50's & 60's films. The whole cast is wasted. I bet people signed on just to be in a Shirley MacLaine vehicle. Please, Would somebody tell Shirley she did her best comedy in TWO MULES FOR SISTER SARA. See it...if there's no reruns of Andy Griffith on.",negative
870,"This movie just stunk. I know that some people will say that anybody who thinks it is no good ""just doesn't get it."" I like Wenders in American Friend and Wings of Desire. But this is utter dreck. The main character is so annoying that I couldn't care less what he does. He is, as has been said in another review bouncing around like a little annoying monkey. I just couldn't stand him or force myself to care. This is the case with most of the characters who just seem to be trying to hard to be goofey or weird. I liked the Mel Gibson character and the Milla Jovovich characters and wish they would have focused more on them. Milla is of course beautiful, pitiful and you really feel for her and what she has been thru and why she is the way she is. I see Gibsons character as almost Frankenstien like. I just wish he would have save Milla and brunt the hotel down with all the worthless boring characters that lived in it. Milla Rating 10 Movie rating 0",negative
871,Superb. I had initially thought that given Amrita Pritam's communist leanings and Dr Dwivedi's nationalist leanings film will be more frank than novel but when I read the novel I was surprised to find that it was reverse.<br /><br />Kudos to marita Pritam for not being pseudo-sec and to Dr Dwivedi to be objective. This movie touches a sensitive topic in a sensitive way. Casualty of any war are women as some poet said and this movie personifies it. It is also a sad commentary on Hindu psyche as they can't stand up against kidnappers of their girls or the Hindu Brother who can only burn the fields of his tormentor. On the other hand it also shows economic angles behind partition or in fact why girls were kidnapped in the first place. I think kidnappers thought that by kidnapping girls they Will become legal owners of the houses and thus new govt. will not be able to ask them to return the houses. This apart one has to salute the courage of characters of Puro and her Bhabhi they are two simple village girls unmindful of outside world and risk everytihng by trying to come back after being dishonored . Because there are many documented cases when such women were not accepted by their families in India.<br /><br />No wonder that it required a woman to understand the pains of other women.,positive
872,"I am one of the biggest fans of silent comedians and have probably reviewed more Buster Keaton films for IMDb than any other person. Every film he made from the beginning of his career to the early 30s with only two exceptions have I reviewed, so you can tell I am a major fan. It's because of this that I found this episode so painful and hard to watch. I loved this man's films and kept thinking ""Buster, how could you?!"". Well, now that I think about it, I guess I can see why Buster Keaton starred in this god-awful episode of THE TWILIGHT ZONE. He'd lost much of his fortune after a messy divorce in the early 1930s and his film career as a leading man was long passed as well. Now, in the 1960s, Keaton needed the money and loved his resurgence in popularity so he whored himself out to anyone willing to pay--appearing in Beach films and this mess of an episode of a great series.<br /><br />The biggest problem with the episode is that it is just terribly written and Buster deserved much better. The show is supposed to be funny but isn't and instead of a homage to silent films is just painful to watch--particularly with Keaton putting that stupid time travel helmet on as well as all the poorly executed slapstick. Do yourself a favor, SKIP THIS ONE--it's a pale imitation of the greatness that once was Keaton's career!!!",negative
873,"This is a great movie. When two people from different backgrounds and social status think that they have nothing to offer each other and in the end they what each other needs it a testament to what the heart knows. Sometimes we wonder why one man is with a woman or vise versa and the outward appearances say one thing to our eye, but what they offer each other from within that we cannot see is amazing and unexplainable. When Nimi thought that Matthew had nothing to offer her and when Matthew was only looking for a fling (because he had an open marriage w/his wife Jenny), in the end they realized that they could not and did not want to exist without the other. It was worth it to them to resist what family and friends thought and what society said was right to be with each other. This movie kind of restores my faith in love.",positive
874,"Hee hee hee. This movie is so bad that it doesn't even try to hide the fact that it sucks big time. I remember the day I first saw this on MST. Sun was shining, looked like a good day. then, I saw this product of Rick Sloane which consisted of horrible plush dolls wreaking havoc in the crappy 80s fest land. Kevin, wussy extraordinaire, tries to impress his girlfriend, manages an assistant security guard job, fights with rakes, and plenty more stuff in this very badly made series of images. No plot or story is needed. Obviously no acting is necessary as the film proves. An army guy and his sex crazed girl will make you wanna leap off a cliff, and the dorky friend who gets his kicks off phone sex will make you say, "" He has got some nice red shorts"". Plus, I really hated the old security guard and wished he had an accident in his supermarket cart. Just when you think it's over, wait until the Club Scum scene. Ask for Road Rash.<br /><br />I advise that after viewing this film, a good month to regain senses and sanity. And if you see Rick Sloane, give him a good kick to the groin to show how much we appreciate this crapsterpiece called Hobgoblins.",negative
875,"Essential viewing for anyone who watches TV news as it may help to become a little more sceptical, or even cynical. On a personal note I recall taking a course some years ago about being interviewed for TV - what to do, what not to do. The course instructors impressed on us that TV news was a ""branch of show-biz"". That depressing view, which is probably even more valid today than when it was made, is reinforced by this film. Never mind journalistic integrity, what counts is the ability to look good and smile nicely. And make sure you don't sweat on camera.<br /><br />The interactions between the three main characters form the centre-piece, each with his or her own ambitions, capabilities and beliefs. Brooks takes these differences and sets them into the volatile setting of a TV news studio, and adds more than a pinch of love interest to the mixture. The result is a complex, if somewhat overlong, portrayal of how we compromise every day in order to meet our ambitions and take others with us. It is always entertaining, although the final scene was, perhaps, unnecessary given everything that had gone before.",positive
876,"This movie was so bad it was laughable. I couldn't resist watching it though. The plot is standard, the acting quite horrible (supporting cast such as the nutty neighbor and the lawyer friend were better actors). Kind of amusing if you have some time to waste and like seeing the conclusion to a dramatic plot.<br /><br />The headliner who plays ""Kathy"" was just fascinating because I couldn't decide if her deadpan, flat affect was the result of bad surgery or simply bad acting (I decided it was both). This leaves the script to comment on, which was pretty awful. Pat remarks, idiotic decisions, and reckless stupidity on the part of every character in the movie. Maybe this is what was so riveting; I don't know. I just watched it to see how bad it could be. (Actually the dialog doesn't even qualify to be called ""cliche'"" - but it's almost completely inane.)<br /><br />All in all, very bad, cheaply made movie. The sets, the same scenes (a house, a building) were shown over and over with no artistry or actual tie-in to the action; more like props that were randomly dropped into the action in a bad play. A chase scene could have been shot by any juvenile in a warehouse or an old school: poorly shot, cheap props, minimal action.... and I still wanted to see the ending. Go figure.",negative
877,"Would someone tell shaq to stick to what he is good at basketball. This movie was not even entertaining on a stupid level. In this movie shaq plays a genie who lives in a boom box is that not orginal a genie in a boom box instead of a lamp. He is supposed to help a little boy played by the equally annoying francais cappra. This movie had the most flimsy storyline since water world, the acting was awful and I think that anyone who likes this flim would be afraid to admit it.",negative
878,"i can't believe i actually watched this but i guess i just wanted to know if this movie would get unintentionally funnier and funnier towards the end. and it did. the climax was the poorest performance ever given by the defence lawyer - so out of real life that even for a fictional story it was far too weird. no way anyone on this planet can behave in front of a court like she did. and probably the worst prosecutor on earth. why was he in court anyway? he did nothing and absolutely nothing to prove her guilty. a simple search of her house would have resulted in the find of the rings. but no go. he preferred to say ""objection"" 2 or 3 times during the whole trial - that was it. the blonde lunatic was given a truth-drug to prove her innocent but not Brett. the lunatic almost had an altar of Brett in her home that could have proved her sick obsession. but again no go. during the court scene i felt the silent urge to take the needlepoint out of her hand and bang it several times against her head. even real weirdos do not look that silly fake ""i am innocent"" like she did. and what does this movie tell us? never marry a woman with a life insurance: as soon as she falls down the stairs her husband will be thrown into jail, guilty or not. evil, evil men.",negative
879,"This movie i've loved since i was young! Its excellent. Although, it may be a bit much for the average movie watcher if one can't interpret certain subtleties in the film (for example, our hero's name is Achilles, and in the final battle between him and Alexander he's shot in the heel with a rocket, just as Achilles in mythology was shot in his heel). That's a just a little fact that is kind of amusing! Anyway, great movie, good story, it'd be neat to see it redone with today's special effects! Oddly enough, Gary Graham had average success, starring in the T.V. show Alien Nation. This movie is a fun watch and should be more appreciated!",positive
880,"The plot of this movie hangs on one important point: that this murderer was also a responsible, loving, caring father. Not that being a father and a murderer is impossible. But this man is shown murdering a teenage girl without provocation or reason and without emotion. This girl was someone's daughter. I don't think a father who cared so much about his own daughter could have been so cold-blooded to someone else's daughter. Or, alternately, could have been so cold blooded and yet worry about and care for his own daughter. And the idea that a convicted murderer would actually ask his victim's parents to take in and care for his daughter is beyond belief.<br /><br />That said, the characters were acted with conviction by the actors. I thought changing Scott Bakula's eye color did make him seem more cold and menacing than he usually is. You couldn't see into his eyes at all.",negative
881,"In 2005,George W. Bush started with his second period as a President of the United States; North Korea announced its possession of nuclear weapons; Pope John Paul II died after a long illness; and a movie called Into the Blue appeared.The existence of this movie is not as bad as the other things that happened on that year,but the film itself was pathetic and maybe,the worst one from that year.Now,in 2009,the United States have another President,there is another Pope,new Korean nuclear weapons...and the film Into the Blue 2 : The Reef,which is better than the original one...but that's the same as saying : ""getting your fingers cut is better than getting your head cut"".This sequel is a really bad film which kept me tremendously bored and uninterested.The cast of Into the Blue 2 : The Reef is composed by TV-series actors who completely lack of any credibility and dramatic weight,but who are perfect for showing their bodies.Chris Carmack (The O.C.),David Anders (Heroes and Alias),Laura Vandervoort (Smallville),Marsha Tomason (Lost) and Audrina Patridge (The Hills) bring hollow and boring performances.I have liked some previous movies from director Stephen Herek (Critters and Bill and Ted's Excellent Adventure specially) but on this movie,he cannot generate even the minimum level of tension,emotion or entertainment.The characters from this movie are not only badly performed,but they are also repulsive.Honestly,I wanted all of them to die.The cinematography from this movie is also lame and it seems to have been made by a technical team who makes promotional videos for Hawaiian hotels.Into the Blue 2 : The Reef is a horrible movie which is better than the original film,but that's the same as nothing,as I previously said.Avoid this crappy film at all costs.",negative
882,"This has to be the cheapest film made in 21st century. It is all the way low quality, but at the end it falls below... everything. All the cheap tricks - like flashing and darkness - are used to hide those crappy computer effects.<br /><br />All the actors are below average, especially the main character Anne Fletcher (Simmone Mackinnon). There is a scene, where Anne is asked: ""Why you seem so careless?"" The correct answer is, because she can't act. No matter what happens (the world is about to be destroyed, her friend is dying, she is fired), she has the same stupid grin in her face.<br /><br />It is not only the movie, which is B -quality. It is also the back cover description (at least in Finland). The text mentions things like Lorica Gray -vessel, Capital -vessel and main character Garrison Harper and Anna (not Anne) Fletcher. The description sounds like a different movie, both featuring character called Fletcher and sea monsters",negative
883,"For fans of 1970s Hammer type horror films, this movie should be a treat. The only thing I didn't like about the film was the fact that Peter Cushing was wasted on the worst episode. In general, however, this is a solid, spooky little movie. If this is not Amicus' best film, it's certainly one of them. The best episode, rightfully saved for last, is the one featuring Jon Pertwee as a horror film actor--it is really excellent. As good as Pertwee was in this role, it's hard to believe he didn't do more of these types of movies. All in all, this is an entertaining movie, which scared the heck out of me as a child, and which still gives me the creeps to this day.",positive
884,"What a great cast for this movie. The timing was excellent and there were so many clever lines-several times I was still laughing minutes after they were delivered. I found Manna From Heaven to have some surprising moments and while there were things I was thinking would happen, the way they came together was anything but predictable. This movie is about hope and righting wrongs. I left the theater feeling inspired to do the right thing. Bravo to the Five Sisters.",positive
885,"The ABC gears up it's repertory company for another unrealistic representation of rural Australia. Yes folks, it's all there Baca Bourke (Jeremy Sims,an actor of little talent) Fire hero , Lill (Libby Tanner plays Bronwyn Craig in the bush), Fifi (Nadia Townsend) town slut, preggers by Baca's brother Joe (I think). Then there's Uncle Geoff the, Big Daddy of Lost Springs. Uncle Geoff's scenes are like Tennessee Williams on speed. Only saving grace is Russian actress Natalia Novikova as Baca's loony missus. She is great. I can't understand why John Waters took the gig as Lilly's psychologist husband. Must have needed the money I expect! Still, he won't last long as Lill and Baca will be having it off toute suit. Just watch this lemon to see how bad an Aussie show can be. Frankly, I'm ashamed.",negative
886,"Now that's it's 2008, who really has a care in the world about a guy like DB Sweeney, even back then he wasn't a big deal.<br /><br />Two Tickets to Paradise is an outlined story that's well and true where three friends hit the road under each of their personal circumstances. Again, a proved plot. The problem with this film, other than it's 'so bad it's compelling' title, is the script.<br /><br />Cliché after cliché three guys do the same things you've seen in every other road movie... and blow up vanna white's house.<br /><br />John C. McGinley's acting job is superb, especially compared to that of the late DB Sweeney's. (His career is dead, hence the late. though i hear he's moving to TV, good for him). Also, John C likely has the least awful character in the film.<br /><br />The score is so generic it actually feels like you're watching a third rate film from 1993, or Jeff Anderson's movie Now You Know (also set me back a few years, but at least that was more entertaining.) I mean, yah, i guess i enjoyed parts of it. But, the nerdy guy is annoying, DB tries to be this cool failed guitar player (with some rough influences, like some of the worst of classic rock) who has some strange relationship with a stripper, and John C is a gambler who's wife and kid leave him after the death of his father as well as a visit from one of his bookie's henchmen.<br /><br />I keep thinking up ways to make this movie better. But i think burning the script would have been a healthy start.<br /><br />But, as i've hinted this whole time, it's not the worst movie ever. And any chance i have to see McGinley in a starring role, i'll take it. Hopefully he starts getting some better projects.",negative
887,"...but memorable because it includes an actor I actually recognize! James Horan is, by these types of movies' standards, Lawrence Olivier. He's given some decent performances on stuff like Highlander and various Star Treks, so it's kind of amusing, if mildly depressing, watching him degrade himself here. Okay, yeah, there's a plot. Horan's character and his wife are fighting, he's having an affair with a movie reviewer while trying to do his ""masterpiece"" film, and their guest decides to enjoy the wonders of stripping. But watching Horan is really the only enjoyment to be found here.",negative
888,"The adaptation of Will Eisner's SPIRIT to the TV screen followed many other offerings developed from comic strip pages or comic books. (Remember, the two aren't exactly the same medium) It is indeed ironic that this is the one and only adaptation (as of the time of this writing)of Eisner's smart alec, wise cracking, tongue-in-cheek super hero.<br /><br />Story has it that Republic Pictures was interested in doing a film version and was in negotiation with the copyright owner in the mid '40's, but they were never able to close the deal. The left over screen play became the serial, THE MASKED MARVEL, one of Republic's best. Perhaps that it was just as well, for that studio had a penchant for tinkering with material adapted from the comic strips, pulp mags, radio and the comic books.<br /><br />As for this 1987 made for TV movie, it's pretty obvious that it was a failed pilot for a proposed television series. Whereas an old, long time comic reader,like myself, can be a little harsh in criticism of an adaptation, a viewer unfamiliar with the character may be able to give some fresh observations, clear of any preconceived notions of what this screen version should look like.<br /><br />Well, while sitting and watching the story unfold, with the characters interacting amid some crime wave, the Little Lady (my wife, Mrs. Ryan) nailed it with one statement. ""This can't make up its mind if it's serious or not!"" That pretty well describes both THE SPIRIT and his creator, Mr. Will Eisner, the true creative genius in the comics.<br /><br />The film is a sincere attempt to put Eisner's world on the screen. The casting of Denny Colt/The Spirit, Commissioner Dolan and Ellen was really quite well done. Though in a contemporary setting, it was still in the tradition of ""the good old days"" as far as the costuming goes, you know, when men and women still wore hats! That brings up this one final (and meandering) point, and that is that the director and the production made a conscious effort and succeeded in giving the characters a Will Eisner look as far as facial expressions and body language. We say,Kudos to them for their efforts.<br /><br />It's just too bad that no series followed! Oh, well in today's motion picture world, comic adaptations seem to be a hot item. Maybe some big timer producer and director could do a really 1st class SPIRIT production for the Big Screen. We can only hope.<br /><br />UPDATE: Dateline, Chicago, Illinois. 6/4/2008. By now, everyone who goes to the Movies at the Shopping Centre Multiplexes has seen the poster advertising the new film of THE SPIRIT, (subtitled, MY CITY SCREAMS); which is to be released Christmas Day, 2008. Well, we'll see then just what we've been talking about. Just keep your fingers crossed! TO BE CONTINUED.............<br /><br />UPDATE II: We saw the new film, Writer-Director Frank Miller's rendition of THE SPIRIT a couple of days ago. Well, we got our wish; but is this a good thing or another case of ""Be careful what you ask for; because you may get it?"" Please read our write-up elsewhere in IMDb.com. THANX!",positive
889,I sincerely consider this movie as another poor effort of Dominican Movie Industry. The first 30 minutes of the movie are a little funny but then when they switch their role in the society (men doing what women usually do and women doing what men usually do) the movie falls. Becoming boring and not funny at all. They let many things without explanation and the end of the movie is predictable. I didn't like the way as a Roberto Angel played his character and his little either. I went to the movies theater hoping to see a good work but I went out really disappointed.<br /><br />I don't recommend this movie.,negative
890,"As a member of the cast, I was a member of the band at all the basketball games, I would like to let the world know after being in the movie, that we were not allowed to see it since it was banned in Oregon. This was due to the producers and the director breaking the contract with the University of Oregon where it was shot. Seems that the U of O sign was shown. While we were shooting, we were allowed to eat several meals with the cast and production staff. Mr Nicholson was quite memorable for being one of the most ill-mannered men I have ever met. Quite a time for a young 20 year old. BUt certainly not what campus life was really like in the late 60's and early 70's despite what Hollywood may think. Trombone player from Oregon",negative
891,"I was especially delighted that in this movie Othello himself was dark-skinned and Desdemona didn't have fair hair like almost always. The cast played very well, too, and I liked the script following Shakespeare's original text so faithfully. But I must say some scenes were acted too erotically for such a character as Desdemona. I have always thought she is very modest, and that's why it is not proper at all to show her in bed with Cassio - although it was happening only in Othello's imagination. At first, I was a little surprised even that a love scene between Othello and Desdemona was shown so openly. But as a whole, I liked the film and especially Desdemona crying in the dying scene.",positive
892,"Frederick Forsyth's books are always so intricately plotted, with twists and turns, and usually a great surprise ending. This adaptation had none of that.<br /><br />So much of what was great in the book (the history of Monk and the betrayed agents; the plot to influence the outcome of the Russian election) were completely missing in this adaptation. Instead, there's this completely new plot about bio-weapons that was a yawner.<br /><br />Forsyth's protagonists always operated in the shadows, forever just slightly beyond the reach of the antagonists. The joys of his books have always been the machinations of carrying out their mission. This film resigned itself to gunfights and car chases early on.<br /><br />Swayze's Monk might as well have hung a sign around his neck saying ""I AM A SECRET AGENT"" for all the attention that he called to himself during the film. And with all of that attention, the amount of time that it took the bad guys to catch up to him was surprising.<br /><br />Granted there was some energy to this film, which is why I'm giving it a ""3"" instead of a ""1"". It was also great to see some underutilized pros like Patrick Bergin, Ben Cross, Michael York, and Barry Morse.<br /><br />I hope that someday, someone will once again do justice to a Forsyth film adaptation like ""Day of the Jackal"" did.",negative
893,"There are many so-called anti-war/anti-govt. policy films around now which start off as a mea culpa and end with 'our poor boys are getting hell out there so let the world sympathise with them, it's not their fault' - kind of stuff. I was half afraid that this would be another in that style even if it treated another subject/aspect of the same subject. I nearly didn't go and see it; for that matter, I almost did not write this review. What did we get here? An Egyptian gets taken off to a secret off-shore torture centre, on U.S. orders, but it is another Egyptian who has to do the torturing, not an American: 'see, we Americans have clean hands,' and the Egyptians are a bad lot anyway so let them harm their own. Oh, and the goody had to be an American with a conscience: indeed many Americans have them, but here the concept was misplaced. Yes, we all know it is called Extraordinary Rendition and it began in Clinton's time and it is now used for reasons well beyond control. Otherwise it was very hackneyed and nervous about really condemning the U.S. for being party to torture; as if the makers were afraid to go the whole way for fear of being slanged as unpatriotic or whatever (take a look at the message board! Anyone apologising gets a faceful of heavy verbal artillery). Torture is a terrible thing, whether one is guilty or not; in the 18th Century, FrederickII, King of Prussia, abolished it for convicted murderers - though I must say, a life sentence for a child molester is far less than what I want to see. All right, what about torture? This film did not really bring out its horror and hopelessness enough. When you are under torture,(now come the capitals for emphasis, I am not shouting) YOU WILL SAY ANYTHING, EVEN IF IT IS NOT TRUE, EVEN IF YOU HAVE NOT DONE THE THING YOU ARE ACCUSED OF, IN THE VAIN HOPE THAT IF YOU SAY AMEN TO WHATEVER THEY ARE PEDDLING, IT WILL STOP. IT DOES NOT, BUT YOU NEVER LEARN AND YOU KEEP ON SAYING THAT YOU DID WHATEVER IT IS THEY SAY YOU DID, THO' YOU DID'NT. Another thing the film did not bring out enough was that TORTURE IS EXCEEDINGLY, INDESCRIBABLY HUMILIATING, AND THAT FEELING STAYS WITH YOU YOUR WHOLE LIFE. It somehow changes people inside. How do I know all that? Don't ask.<br /><br />Re-edit: two things: the Arabic that was used in the film was not the Egyptian dialect. It's sort of worse than setting a film in New Zealand with locals as the characters and everyone has American accents. Also, the dreadful little preacher who was inciting his ignorant audience to violence was telling them things unknown to that religion, which should have been brought out. Nor was it anywhere explained that any nincompoop can become a mullah/imam; he doesn't need any special qualifications, and that is a hiatus which needs to be put right: many are acceptable because of their fundamentalist views and tne U.S.A.'s great ally, Saudi Arabia, finances so many of them. Many thanks for this space.",negative
894,"In my years of attending film festivals, I have seen many little films like this that never get theatrical distribution, and they end up in the $3 bins at WalMart. I just found DVD of Yank Tanks there, great doc, but how sad for it to end up as a rock-bottom remainder.<br /><br />I loved this film, wish I'd seen it at the cinema in it's everything. I'd have preferred that New Yorker Films had translated the title directly. It's good for Americans to stretch a little. If the film's title helps the US audience to explore random chaos, all the better. Cinema imitates life & visa versa.<br /><br />Also, I found it distracting that the subtitles put prices in dollars. Come on! The euro is not hard to figure out, make the gringo audiences do the math. Seeing a film, especially one shot in Paris, the viewer should not have the effect spoiled by being reminded: I am an American watching a movie and they are translating the Euros into dollars for me. <br /><br />Looking forward to seeing more of these actors and more from the writer & director as well.",positive
895,"Unless there's some huge ironic conspiracy going on, my jaw dropped when I read the positive reviews of this film; I cannot believe that this film was even released, it's so bad.<br /><br />I admit it is not my kind of movie, but I tried to watch it objectively anyway, you know, so bad it's funny, and was still offended at its sheer awfulness.<br /><br />The acting is atrocious, they can't have watched the rushes and I'm guessing there was one take per scene, it really is that terrible. It is the worst film I have seen in many a year, in fact, I wouldn't even call it a film, it's a tragedy. The gay black friend, whom no-one actually calls ""gay"", it's just implied because he's so crazy? Homophobic. This is not good, in fact, this is downright vomit inducing. The jokes die on their pathetic arses, the music is so bad it defies belief. The person who compiled the soundtrack essentially chose the most ear-mutilatingly bad songs they had ever heard and put them in this waste of film stock. Oh my good Christ I can't believe the 80's produced utter garbage like this, I grew up through them, and I cannot find one thing worth of note here, it must have been a dark time to be a cinema-goer.<br /><br />If you even contemplate watching this film go see a psychiatrist, he will then accordingly slap you, you sick, sick person.",negative
896,This was an excellent idea and the scenery was beautiful but that's where it ends. It seemed like a lackluster Set It Off meets The West. The plot barely made any sense. There were so many characters and not enough time to develop their personalities. There were too may unnecessary things going on that didn't pertain to the plot nor did it help further the story along. There were also long blank moments where the plot could have been explored but was used for silence or unnecessary conversations. The script should have made more sense as well as the directing. I had a huge question mark on my head watching this movie. But the casting was great in my opinion. If you're only watching for eye candy then this is the movie for you.,negative
897,"What I hoped for (or even expected) was the well known ""stop motion"" imagery and extreme slow motions, extreme zooms and all embracing fish eye takes. In short: The art of a) finding interesting Visual Events and b) capturing them in a way the human eye is not capable of, to be replayed so that the human eye can see. The stuff that made the other Qatsi's hits.<br /><br />I just wondered how the creation of the whole would fit the title.<br /><br />Having watched the movie I got the feeling that the focus in this third part was on the message and not on the wrapping. That's fine, especially since the message is so valid. But I already knew the message, and it appeared there was nothing else left for me. More then half the film was solarized or colorized or posterized or transformed through some other filter. It looked a lot like the effects your video camera does but you never use. A lot of the images would have been prettier without the filters, like the giraffe and zebra chase. You could say that 'technology or whatever human based malicious source disfigured our beautiful nature' but why use these seventies effects to symbolize that? At the point that there had been more than 10 minutes in a row of this cheap looking effect I was ready to leave. The hope that the rest just couldn't BE that bad made me stay. But then there was the slow motion: slow motion is good because it gives you time to analyze the moving picture. But if there are no more than 24 or maybe 50 or 60 frames a second, then there's just not enough motion to slow down. Please, record the motion-to-be-slowed faster, like was done with the beautiful shots of the foaming and splashing water (some of) the laughing people and the drill song singing soldiers. I acknowledge that archive pictures can't be redone, but I had already seen a lot of that footage anyway, it could have done without it. It must have been a lot of work to search through the archive footage, and the effects can't have been that easy to apply and arrange as well. On top of that, a lot of the work was mixed with each other. It shows that the creator wasn't out to lengthen the movie or to spare himself. But I didn't like the mixed stuff one bit... The idea behind it was sometimes nice or even clever, but the implementation was insufficient. The computer generated images didn't bother me that much, however out of date. The 'bits' streaming along circuits (in the first part of the film) looked more recent and were nice. Mandelbrot is always fun, the fractal-mountain was less. I was pleased to hear a cello playing a major role in the music. A little less vibrato at certain moments would have been appropriate with Glass' music, but that's a matter of taste. As is all of the above, of course. I do hope that there will be another Qatsi story to tell soon, where computer imagery will have a less significant role and that will inspire somebody to get into the field again.<br /><br />",negative
898,"After reading the other tepid reviews and comments, I felt I had to come to bat for this movie.<br /><br />Roeg's films tend to have little to do with one another, and expecting this one to be like one of his you liked is probably off the mark.<br /><br />What this film is is a thoughtful and unabashed look at religious faith. The only other film like it-in terms of its religious message-would have to be Tolkin's `The Rapture.'<br /><br />I am astonished that anyone could say the story is muddled or supernatural. It is a simple movie about Catholic faith, miracles, and redemption--though you would never guess it till the end. It is also the only movie I can think of whose resolution turns, literally, on a pun.<br /><br />As a (happily) fallen Catholic myself, I know what the movie is about, and I find a sort of fondness in its ultimate innocence about the relation between God and man. But if you are not familiar with the kind of theology on which the film is based, then it will go right over you head.<br /><br />As a film-as opposed to a story-`Cold Heaven' it is not ground-breaking. While `The Rapture' is heavy with pictorial significance and cinematic imagery, `Cold Heaven' downplays its own cinematic qualities. There are no striking shots, no edgy effects, no attempts to fit the content to the form. It is workmanlike shooting, but subdued. Nor does it have dialogue or acting to put it in a class of high drama. It is a simple story that unfolds simply. It may seem odd; but at the end the mystery is revealed. It looks ambiguous; but with a single line the ambiguity vanishes in a puff of Catholic dogma.<br /><br />In this regard, `Cold Heaven' has at its heart exactly the same sort of thing that drives a movie like `The Sting,' or `The Sixth Sense,' or `Final Descent,' or Polanski's `A Pure Formality.' All of these are films with a trick up their sleeves. They may frustrate you along the way, but they have a point-an obvious one, indeed--but the fun is, at least in part, in having been taken in.<br /><br />Still, even if it seems like little more than a shaggy dog story with a punch line, it is worth watching for way it directs-and misdirects-you. Try it-especially if you are, or have ever been, a Catholic.",positive
899,"This series was CBS networks answer to the success of the Big Valley. It was a 90 minute Western just like the ABC program was. While it was an answer, it did not have the stuff to make it past season 2.<br /><br />The problem really became reality got lost on this show. For example- in one episode, Johnny gets his eye poked out by a stick. Amazingly, by the end of the show, Johnny had healed entirely. Along with that, the stories on this were no where near as strong as The Big Valley.<br /><br />This is a show that I would not want DVDs of, & frankly hope they are never released. Think since CBS was running out of lots, they re-used many familiar settings. This was one the last western series CBS produced as westerns were not real popular in the 1970's.",negative
900,"This movie seemed to have it all going for it with good camera, sound, film, sets, music, costumes ... but drum-roll, Gary Stretch spoke! I don't know if it was his poor acting or simply a bad script, but would say it was both. Considering the casting of him in this role, I found it difficult to root for him even to the very end. I wished he'd have died in battle or one of the sword/knife scuffles.<br /><br />Then, the tinder for the plot to kill the king was because the king didn't have dinner and sex with his Queen? Pretty lame. And to go to the extreme to kill her own son? And to then push up her lover as succeeding King? I see a thread or two here and there of historical bytes, but the manner in which this was all presented was farcical.<br /><br />I don't recognize Gary Stretch from anything else, but he was dreadful. I read another user's comments about audio being dubbed, but don't think his was dubbed ... after all, he speaks English, right? It really was awful. The lines were read right off the coroner's table ... flat-line. It could be he just doesn't have the voice to carry tone fluctuations.<br /><br />Aside from this, I did watch it to the end, so the movie had at least an ""interest."" It could have been more if the script/lines and casting had been given more work. The scenery and filming crew along with very good quality film is what really made this movie above all else. The cast and story were all secondary. I give the film crew a 10.",negative
